name,npsn,level,status,accreditation,district,address,latitude,longitude
MI AL HIDAYAH,60712252,SD,SWASTA,B,Sukolilo,NGANDONG,-6.9848,110.8354
MI AL HIDAYAH PRAWOTO,60712243,SD,SWASTA,A,Sukolilo,Dukuh Sewunegaran RT 006 RW 005 Desa Prawoto,-6.9625,110.8291
MI AL MU`MIN,60712250,SD,SWASTA,A,Sukolilo,JL.Makam Sunan Prawoto Rt06Rw05,-6.9625,110.8291
MI DARUL ULUM,60712255,SD,SWASTA,B,Sukolilo,BATUREJO,-6.9197,110.9135
MI I`ANATUL ATHFAL,60712248,SD,SWASTA,A,Sukolilo,Dukuh Dermoyo RT 01 RW 01 Ds Cengkalsewu Kec. Sukolilo Kab. Pati,-6.9035,110.9606
MI MATHOLIBUL ULUM,60712253,SD,SWASTA,B,Sukolilo,Dukuh Jongso Rt 04 Rw 10,-6.8726,110.8885
MI MIFTAHUL FALAH,60712247,SD,SWASTA,A,Sukolilo,WOTAN,-6.9188351,110.9048581
MI MIFTAHUL HUDA,60712249,SD,SWASTA,A,Sukolilo,Dk. Papasan RT 003 RW 003,-6.9261,110.8893
MI RAUDLATUL ULUM,69994874,SD,SWASTA,A,Sukolilo,Jl. Sunan Prawoto Km. 07,0.0,0.0
MI RAUDLATUS SYUBBAN,60712242,SD,SWASTA,B,Sukolilo,Jln. K.H. Abdul Qodir No. 03 Kincir,-6.9618,110.8592
MI SABILUL HUDA,60712244,SD,SWASTA,B,Sukolilo,GALIRAN,-6.9165,110.8543
MI SULTAN AGUNG 01,60712254,SD,SWASTA,A,Sukolilo,JL. RAYA PATI PURWODADI,-6.9028,110.9145
MI SULTAN AGUNG 02,60712245,SD,SWASTA,A,Sukolilo,JLN.TALANGTUMENGGUNG NO.35,-6.9458,110.9203
MI SULTAN AGUNG 03,60712246,SD,SWASTA,B,Sukolilo,KEDUNGWINONG,-6.9315,110.9005
MI TARBIYATUL ISLAMIYAH,60712256,SD,SWASTA,B,Sukolilo,JL. GUA WARIH GG. NO. I PURI,-6.9127,110.9582
MI TARBIYATUL ISLAMIYAH,60712257,SD,SWASTA,B,Sukolilo,Jl. Cengkalsewu - Bareng Km. 4 Desa Kasiyan RT. 005 / RW. 001,-6.9063,110.9478
MTS MIFTAHUL FALAH,20364098,SD,SWASTA,B,Sukolilo,Wotan,-6.962378,110.936435
MTS MIFTAHUT THULLAB,20364096,SD,SWASTA,B,Sukolilo,JL. RAYA PATI-PURWODADI KM.20,-6.9091,110.9608
MTS SULTAN AGUNG,20364097,SD,SWASTA,A,Sukolilo,Komplek Pengajaran,-6.9376,110.9128
MTS SUNAN PRAWOTO,20364095,SD,SWASTA,A,Sukolilo,"JL H. HASYIM NOMOR 5 PRAWOTO, SUKOLILO, PATI 59172",-6.9601,110.827
SD ISLAM SUKOLILO,20339216,SD,SWASTA,B,Sukolilo,jl raya pati purwodadi km 28,-6.9099,110.9178
SD MUHAMMADIYAH KEDUNGWINONG,20348740,SD,SWASTA,B,Sukolilo,DUK KRASAK,-6.8995,110.9094
SD NEGERI BALEADI 01,20317041,SD,NEGERI,B,Sukolilo,Baleadi,-6.9326,110.8864
SD NEGERI BANTENGURIP,20317033,SD,NEGERI,B,Sukolilo,Dk. Bantengurip,-6.9537,110.8901
SD NEGERI BATUREJO 01,20317066,SD,NEGERI,A,Sukolilo,Ds Baturejo,-6.931,110.911
SD NEGERI BATUREJO 02,20317065,SD,NEGERI,B,Sukolilo,"Dk. Ronggo, Rt. 01 Rw. 1",-6.9191,110.9108
SD NEGERI BATUREJO 03,20317064,SD,NEGERI,A,Sukolilo,Baturejo,-6.9186,110.9159
SD NEGERI CENGKALSEWU 01,20317027,SD,NEGERI,A,Sukolilo,Ds Cengkalsewu,-6.9094,110.9631
SD NEGERI GADUDERO,20317116,SD,NEGERI,B,Sukolilo,Gadudero,-6.9254,110.9369
SD NEGERI GALIRAN,20317112,SD,NEGERI,A,Sukolilo,Galiran Rt 02 Rw 09,-6.9126,110.8555
SD NEGERI GELUR,20317109,SD,NEGERI,B,Sukolilo,Dukuh Gelur,-6.956,110.9714
SD NEGERI GODONGAN,20317104,SD,NEGERI,B,Sukolilo,DUSUN GODONGAN,-6.9219,110.8532
SD NEGERI JONGSO,20317068,SD,NEGERI,B,Sukolilo,Jongso,-6.8731,110.8891
SD NEGERI KASIYAN,20316278,SD,NEGERI,A,Sukolilo,Kasiyan,-6.9073,110.9491
SD NEGERI KEDUMULYO 01,20316276,SD,NEGERI,B,Sukolilo,Kedumulyo Rt 01 Rw 02,-6.9183,110.9483
SD NEGERI KEDUMULYO 02,20316275,SD,NEGERI,B,Sukolilo,Kedumulyo,-6.9251,110.9578
SD NEGERI KEDUNGWINONG 01,20316269,SD,NEGERI,A,Sukolilo,Jln. Sunan Prawoto km.2,-6.9382,110.9033
SD NEGERI KUWAWUR 01,20316383,SD,NEGERI,A,Sukolilo,Ds Kuwawur,-6.9628,110.8784
SD NEGERI KUWAWUR 02,20316382,SD,NEGERI,A,Sukolilo,Ds. Kuwawur,-6.9529,110.8812
SD NEGERI PAKEM 01,20316152,SD,NEGERI,A,Sukolilo,Ds Pakem Rt 06 Rw 04,-6.9813,110.8575
SD NEGERI PAKEM 02,20316133,SD,NEGERI,A,Sukolilo,Dk. Ngrombo,-6.9105,110.8518
SD NEGERI PLOSOKEREP,20316215,SD,NEGERI,B,Sukolilo,Dk. Plosokerep,-6.9892,110.8222
SD NEGERI PONCOMULYO,20316206,SD,NEGERI,A,Sukolilo,Dukuh Poncomulyo Desa Gadudero,-6.95,110.9252
SD NEGERI PORANG PARING,20331992,SD,NEGERI,A,Sukolilo,Dk. Randukuning,-6.9649,110.9003
SD NEGERI PRAWOTO 02,20316241,SD,NEGERI,A,Sukolilo,Dk Sewunegaran,-6.962,110.828
SD NEGERI PRAWOTO 03,20316240,SD,NEGERI,B,Sukolilo,Dk. Karang Tandan Rt.09 Rw.04,-6.9649,110.824
SD NEGERI SALANGAMER,20316171,SD,NEGERI,B,Sukolilo,Dsn.Salangamer RT.07/RW.06,-6.9664,110.8497
SD NEGERI SUKOLILO 01,20340705,SD,NEGERI,A,Sukolilo,Jl. Raya Pati - Puwodadi Km. 26 Sukolilo Kab. Pati 59172,-6.9307,110.9179
SD NEGERI SUKOLILO 02,20316571,SD,NEGERI,A,Sukolilo,Ds Sukolilo,-6.9421,110.924
SD NEGERI SUKOLILO 03,20340613,SD,NEGERI,A,Sukolilo,Jl. Sukolilo - Prawoto Km 1,-6.9394,110.9125
SD NEGERI SUKOLILO 04,20316570,SD,NEGERI,A,Sukolilo,Jl Sumber Gemblung,-6.9499,110.9192
SD NEGERI SUMBERSOKO 01,20316556,SD,NEGERI,A,Sukolilo,"Dk. Doplang, RT 05 RW 01",-6.9566,110.9307
SD NEGERI SUMBERSOKO 02,20340707,SD,NEGERI,B,Sukolilo,Ds Sumbersoko,-6.972,110.938
SD NEGERI TOMPEGUNUNG,20316634,SD,NEGERI,A,Sukolilo,Tompegunung,-6.936,110.9546
SD NEGERI WEGIL,20316434,SD,NEGERI,A,Sukolilo,Jalan Sunan Prawoto Km. 07,-6.9519,110.8554
SD NEGERI WOTAN 01,20316443,SD,NEGERI,B,Sukolilo,Wotan Rt 04 Rw 01,-6.923,110.9091
SD NEGERI WOTAN 02,20316461,SD,NEGERI,A,Sukolilo,Ds Wotan,-6.9161,110.9055
SD NEGERI WOTAN 04,20316460,SD,NEGERI,B,Sukolilo,Wotan,-6.8872,110.8856
SMP ISLAM SULTAN AGUNG SUKOLILO,20338951,SMP,SWASTA,A,Sukolilo,Jl. Pati Purwodadi Km 27 Sukolilo,-6.9302,110.9135
SMP MUHAMMADIYAH 3 SUKOLILO,20338956,SMP,SWASTA,B,Sukolilo,Jl. K.H. Ahmad Dahlan No.5,-6.9461,110.9169
SMP NEGERI 1 SUKOLILO,20338976,SMP,NEGERI,A,Sukolilo,Jl. Sunan Prawoto No.933,-6.9388,110.9065
SMP NEGERI 2 SUKOLILO,20338990,SMP,NEGERI,A,Sukolilo,Jalan Sunan Prawoto Km. 06,-6.9468,110.8661
SMP PGRI 15 SUKOLILO,20338966,SMP,SWASTA,A,Sukolilo,Jl. Sunan Prawoto No.9 Kec. Sukolilo-Pati,-6.8944,110.8972
SMP SATU ATAP NEGERI 1 KUWAWUR,20362594,SMP,NEGERI,C,Sukolilo,Desa Kuwawur,-6.9621,110.8814
SMP SATU ATAP NEGERI 1 PONCOMULYO,20362048,SMP,NEGERI,B,Sukolilo,Dukuh Poncomulyo Desa Gadudero,-6.8687,110.9282
SMP SATU ATAP NEGERI 1 SUMBERSOKO,20362593,SMP,NEGERI,B,Sukolilo,Desa Sumbersoko,-6.9719,110.9376
MI AL- FALAH,60712204,SD,SWASTA,A,Kayen,Jl. Masjid Al Falah Gang Arjuna No. 5  Desa Talun 59171,-6.8624,110.986
MI KHOIRIYAH,60712202,SD,SWASTA,A,Kayen,CARIKAN,-6.8978,110.9906
MI MAMBAUL ULUM,60712197,SD,SWASTA,A,Kayen,KAYEN,-6.8979,110.9782
MI MIFTAHUL HUDA,60712207,SD,SWASTA,A,Kayen,JL. K.H Mataram 01 RT 07 RW 02 Jatiroto,-6.8913,111.0102
MI MIFTAHUL ISLAMIYAH,69725760,SD,SWASTA,B,Kayen,DS.JIMBARAN KEC KAYEN,-6.9138,110.9765
MI MIFTAHUL MUHTADIN,60712200,SD,SWASTA,A,Kayen,JL. PATI-KAYEN KM.12,-6.8484,111.0075
MI MIFTAHUL ULUM,60712198,SD,SWASTA,A,Kayen,Dukuh Malangan RT.03 RW.04,-6.8879,110.97
MI NIHAYATURROGHIBIN,60712206,SD,SWASTA,A,Kayen,JL.RAYAPATI-KAYEN KM.12,-6.8465,111.0077
MI NURUL FALAH,69894629,SD,SWASTA,B,Kayen,Rt 02 Rw 1 Desa Brati Kecamatan Kayen Kabupaten Pati,-6.9076,111.0255
MI RAUDLATUL MUTA`ALLIMIN,69725759,SD,SWASTA,B,Kayen,DS.PESAGI KEC KAYEN,-6.8732,110.9832
MI SIROJUL HUDA,60712203,SD,SWASTA,A,Kayen,RT. 005 RW. 002,-6.8759,110.9675
MI TAMRINUSSIBYAN,60712201,SD,SWASTA,A,Kayen,SUMBERSARI,-6.9128,110.9936
MI TAMRINUTH THULLAB,60712205,SD,SWASTA,A,Kayen,RT 01 RW 04 Desa Rogomulyo Kecamatan Kayen Kabupaten Pati Provinsi Jawa Tengah,-6.8684,110.9966
MI TARBIYATUL ISLAMIYAH,60712199,SD,SWASTA,B,Kayen,Desa Srikaton Kec.Kayen,-6.8898,110.964
MIN 1 PATI,60712196,SD,NEGERI,A,Kayen,JL. KAYEN SUMBERSARI KM. 02,-6.9063,110.9889
MTS ASSYAFIIYYAH,20364075,SD,SWASTA,A,Kayen,JL. MASJID RAUDLATUL MUTTAQIN,-6.8667,110.9863
MTS JOYO KUSUMO,69725108,SD,SWASTA,B,Kayen,PASURUHAN RT 05 RW 02 KECAMATAN KAYEN,-6.877,110.9679
MTS MIFTAHUL FALAH,69725106,SD,SWASTA,B,Kayen,DS.TALUN KEC KAYEN,-6.8644319,110.9874774
MTS MIFTAHUL MUHTADIN,20364073,SD,SWASTA,B,Kayen,JL PATI-KAYEN KM 12.2,-6.918575,110.993825
MTS MIFTAHUL ULUM,20364074,SD,SWASTA,A,Kayen,"DK. MALANGAN RT 03/ RW 04, DS. TRIMULYO, KEC. KAYEN KAB. PATI",-6.911956,111.003534
MTS NIHAYATURROGHIBIN,20364070,SD,SWASTA,B,Kayen,SUNDOLUHUR KAYEN,-6.9135,111.008
MTS SIROJUL HUDA,20364072,SD,SWASTA,B,Kayen,PASURUHAN,-6.876,110.9674
MTS TAMRINUSSIBYAN,20364071,SD,SWASTA,B,Kayen,JL. RAYA KAYEN SUMBERSARI,-6.9127,110.9937
MTS WALISONGO,20364069,SD,SWASTA,A,Kayen,JL MASJID JAMI KAYEN,-6.9587,110.9841
SD NEGERI BEKETEL 01,20317216,SD,NEGERI,A,Kayen,Jln Kayen-karangasem Km 9,-6.9569,111.0117
SD NEGERI BOLOAGUNG 01,20317051,SD,NEGERI,B,Kayen,Jln. Kayen - Pati Km. 13,-6.8595,111.003
SD NEGERI BOLOAGUNG 02,20317032,SD,NEGERI,A,Kayen,Ds. Boloagung RT. 17 RW. 03,-6.9049,110.9959
SD NEGERI BRATI 01,20317071,SD,NEGERI,A,Kayen,Brati,-6.9073,111.0273
SD NEGERI BRATI 02,20317011,SD,NEGERI,B,Kayen,Pedak - Brati,-6.929,111.0333
SD NEGERI DURENSAWIT 01,20317121,SD,NEGERI,A,Kayen,Durensawit,-6.9192,110.9885
SD NEGERI DURENSAWIT 02,20317141,SD,NEGERI,B,Kayen,"Ciroto, Durensawit",-6.9648,110.987
SD NEGERI JATIROTO 01,20317101,SD,NEGERI,B,Kayen,Jatiroto,-6.8872,111.008
SD NEGERI JATIROTO 02,20317100,SD,NEGERI,A,Kayen,Jatiroto,-6.9289,110.9978
SD NEGERI JATIROTO 03,20317247,SD,NEGERI,B,Kayen,Jl.Kayen-Tambakromo Km.01,-6.922,110.9973
SD NEGERI JATIROTO 04,20317243,SD,NEGERI,B,Kayen,JL. KI BAGUS KUNCUNG,-6.8959,111.0103
SD NEGERI JIMBARAN 01,20317257,SD,NEGERI,A,Kayen,Jimbaran,-6.9123,110.9713
SD NEGERI JIMBARAN 02,20340699,SD,NEGERI,B,Kayen,Jln. O.W Goa Pancur,-6.9153,110.9765
SD NEGERI KAYEN 01,20316257,SD,NEGERI,A,Kayen,Ds Kayen Rt 03 Rw 01,-6.8917,110.9872
SD NEGERI KAYEN 02,20316256,SD,NEGERI,B,Kayen,JL. PERHUTANI KAYEN,-6.8936,110.9869
SD NEGERI KAYEN 03,20316255,SD,NEGERI,B,Kayen,"Jln Perhutani, Kayen",-6.8937,110.987
SD NEGERI KAYEN 04,20316367,SD,NEGERI,A,Kayen,Kayen,-6.8986,110.9772
SD NEGERI KAYEN 05,20316254,SD,NEGERI,A,Kayen,Kayen,-6.8979,110.9862
SD NEGERI KAYEN 06,20316253,SD,NEGERI,B,Kayen,"Kayen, Rt. 02 Rw.02",-6.9022,110.9877
SD NEGERI PASURUHAN,20316102,SD,NEGERI,A,Kayen,Pasuruhan,-6.8771,110.9694
SD NEGERI PESAGI 02,20316219,SD,NEGERI,A,Kayen,Pesagi,-6.8733,110.9843
SD NEGERI PURWOKERTO,20316205,SD,NEGERI,B,Kayen,Purwokerto,-6.9526,111.027
SD NEGERI ROGOMULYO 01,20316174,SD,NEGERI,A,Kayen,Rogomulyo,-6.8701,111.1505
SD NEGERI ROGOMULYO 02,20317251,SD,NEGERI,A,Kayen,Jl. Raya Pati-Kayen KM.14,-6.8698,110.9978
SD NEGERI SLUNGKEP 02,20316600,SD,NEGERI,A,Kayen,"Jln. Ki Rahman, Slungkep",-6.9125,110.9911
SD NEGERI SLUNGKEP 03,20316599,SD,NEGERI,B,Kayen,Slungkep,-6.8799,110.9854
SD NEGERI SRIKATON 01,20316551,SD,NEGERI,A,Kayen,Desa Srikaton RT 03 RW 01,-6.9035,110.9611
SD NEGERI SRIKATON 02,20316549,SD,NEGERI,B,Kayen,Jl Kersen Desa Srikaton Rt 02 Rw 03,-6.8876,110.9609
SD NEGERI SUMBERSARI 01,20316559,SD,NEGERI,B,Kayen,Sumbersari,-6.9155,110.9926
SD NEGERI SUMBERSARI 02,20316558,SD,NEGERI,A,Kayen,Jl. Raya Kayen-Beketel Km. 02,-6.9156,110.9925
SD NEGERI SUMBERSARI 03,20316557,SD,NEGERI,B,Kayen,Sumbersari,-6.9307,111.0097
SD NEGERI SUNDOLUHUR 01,20316671,SD,NEGERI,B,Kayen,Sundoluhur,-6.85,111.007
SD NEGERI TALUN 01,20316656,SD,NEGERI,A,Kayen,Ds. Talun Rt 02/03 Kec. Kayen Kab. Pati,-6.8661,110.986
SD NEGERI TALUN 02,20316655,SD,NEGERI,A,Kayen,TALUN  KAYEN PATI,-6.865,110.9864
SD NEGERI TRIMULYO 02,20338855,SD,NEGERI,A,Kayen,Desa Trimulyo Rt. 01 Rw. 03,-6.9002,110.9791
SMP ISLAM TERPADU AL MASYHUR,20338950,SMP,SWASTA,B,Kayen,Jatiroto-kayen,-6.8865,111.0044
SMP ISLAM TERPADU ASSYAFI IYAH,69944153,SMP,SWASTA,C,Kayen,"Desa Sundoluhur Rt 05 Rw 01 Kayen, Pati",-6.730147,111.0545842
SMP MUHAMMADIYAH 5 KAYEN,20338958,SMP,SWASTA,A,Kayen,Jl Perhutani No 1,-6.8916,110.9872
SMP NEGERI 1 KAYEN,20338859,SMP,NEGERI,A,Kayen,Jl Kayen,-6.898,110.9708
SMP NEGERI 2 KAYEN,20338987,SMP,NEGERI,A,Kayen,JL. PATI - KAYEN KM. 14,-6.8798,110.9989
SMP PGRI 6 KAYEN,20338968,SMP,SWASTA,B,Kayen,Jl Perhutani Kayen Km 0,-6.892,110.9866
SMP SATU ATAP NEGERI 1 BEKETEL,20362595,SMP,NEGERI,C,Kayen,Jalan Kayen Karangasem Km 09,-6.9452,111.0071
SMPQ AL-HAYAH PATI,70014855,SMP,SWASTA,A,Kayen,RT. 05  RW 03,0.0,0.0
MI DARUL MUQODDAS,60712258,SD,SWASTA,A,Tambakromo,MOJOMULYO,-6.8936,111.0385
MI MANBA`UL FALAH,60712259,SD,SWASTA,A,Tambakromo,Rt 005 Rw 002,-6.8857,111.0554
MTS DARUL MUQODAS,60727457,SD,SWASTA,B,Tambakromo,JL. K. SENDANG PUTIH-MBANGER DS. MOJOMULYO,-6.8938,111.0383
MTS MAMBAUL FALAH,20364099,SD,SWASTA,B,Tambakromo,JL TAMBAKROMO MAITAN,-6.8857,111.0551
MTS MIFTAHUL ULUM,20364100,SD,SWASTA,A,Tambakromo,JL. TAMBAKROMO-KAYEN KM 01,-6.8765,111.0316
MTS MIFTAHUL ULUM 2 TAMBAKROMO,69927956,SD,SWASTA,C,Tambakromo,Jl. Tambakromo - Maitan Km.13,-6.9471,111.072
SD NEGERI ANGKATAN KIDUL 01,20317240,SD,NEGERI,A,Tambakromo,Angkatankidul,-6.8558,111.0637
SD NEGERI ANGKATAN LOR 02,20331987,SD,NEGERI,A,Tambakromo,JL. TAMBAKROMO - GABUS KM. 3,-6.8658,111.0556
SD NEGERI KARANGAWEN,20316296,SD,NEGERI,A,Tambakromo,Ds Karangawen,-6.8615,111.0339
SD NEGERI KARANGMULYO,20316313,SD,NEGERI,A,Tambakromo,Jl.Tambakromo-Pati Km 1,-6.8634,111.0475
SD NEGERI KARANGWONO 01,20316301,SD,NEGERI,A,Tambakromo,Karangwono,-6.8653,111.053
SD NEGERI KARANGWONO 02,20316300,SD,NEGERI,A,Tambakromo,DS. KARANGWONO RT. 02/03,-6.8674,111.0535
SD NEGERI KEBEN,20316252,SD,NEGERI,A,Tambakromo,Jln. Tambakromo - Maitan KM 02,-6.8848,111.0554
SD NEGERI KEDALINGAN 02,20316244,SD,NEGERI,A,Tambakromo,Jl Gabus Tambakromo Km 3,-6.8508,111.0511
SD NEGERI LARANGAN,20316373,SD,NEGERI,B,Tambakromo,Ds Larangan,-6.9013,111.0557
SD NEGERI MAITAN 01,20316328,SD,NEGERI,A,Tambakromo,Jl. Raya Tambakromo - Maitan Km. 12,-6.9435,111.0752
SD NEGERI MAITAN 02,20316327,SD,NEGERI,B,Tambakromo,Jln.Tambakromo-Maitan Km 12,-6.9532,111.0714
SD NEGERI MANGUNREKSO 01,20331991,SD,NEGERI,A,Tambakromo,Jl Tambakromo Kayen  Km 3,-6.8704,111.0466
SD NEGERI MANGUNREKSO 02,20316323,SD,NEGERI,A,Tambakromo,Ds Mangunrekso,-6.8839,111.0266
SD NEGERI MOJOMULYO,20316168,SD,NEGERI,A,Tambakromo,Jl. Raya Tambakromo - Kayen Km. 02,-6.8813,111.0365
SD NEGERI PAKIS,20338718,SD,NEGERI,A,Tambakromo,Jl. Raya Kayen - Pakis Km. 12 Desa Pakis,-6.9552,111.0401
SD NEGERI SINOMWIDODO 01,20316574,SD,NEGERI,A,Tambakromo,JL. Tambakromo - Gunung Panti Km. 03,-6.872,111.0644
SD NEGERI SINOMWIDODO 02,20316590,SD,NEGERI,A,Tambakromo,Ds.sinomwidodo,-6.8866,111.067
SD NEGERI SINOMWIDODO 03,20316591,SD,NEGERI,A,Tambakromo,Jln Tambakromo - Gunungpanti Km 02,-6.8718,111.0647
SD NEGERI SITIREJO,20316602,SD,NEGERI,A,Tambakromo,Ds Sitirejo Rt 07/ Rw 02,-6.8737,111.0374
SD NEGERI TAMBAHAGUNG 01,20316650,SD,NEGERI,A,Tambakromo,Ds.Tambahagung,-6.8512,111.027
SD NEGERI TAMBAHAGUNG 02,20316649,SD,NEGERI,A,Tambakromo,Ds Tambahagung 02,-6.8621,111.0202
SD NEGERI TAMBAHAGUNG 03,20316648,SD,NEGERI,A,Tambakromo,Tambahagung,-6.8622,111.0197
SD NEGERI TAMBAHARJO 01,20316647,SD,NEGERI,A,Tambakromo,Ds. Tambaharjo,-6.8782,111.0029
SD NEGERI TAMBAHARJO 02,20316673,SD,NEGERI,B,Tambakromo,Tambaharjo,-6.8676,111.0656
SD NEGERI TAMBAKROMO 01,20316687,SD,NEGERI,A,Tambakromo,Tambakromo,-6.8773,111.0448
SD NEGERI WUKIRSARI 02,20331099,SD,NEGERI,A,Tambakromo,Ds Wukirsari,-6.9272,111.075
SMP NEGERI 1 TAMBAKROMO,20338977,SMP,NEGERI,A,Tambakromo,Jl Raya Tambakromo,-6.8717,111.0458
SMP NEGERI 2 TAMBAKROMO,20338991,SMP,NEGERI,A,Tambakromo,Jl.Tambakromo-Maitan Km.12,-6.9264,111.0756
SMP NEGERI 3 TAMBAKROMO,20338996,SMP,NEGERI,A,Tambakromo,Ds Mangunrekso,-6.9586,111.0676
SMP SATU ATAP NEGERI 1 PAKIS,20362046,SMP,NEGERI,C,Tambakromo,Jalan Raya Kayen - Pakis Km.12,-6.9552,111.0399
MI MIFTAHUL HUDA,60712295,SD,SWASTA,B,Winong,TANGGEL RT 06 RW 02,-6.7966,111.1133
MI MIFTAHUL ULUM,60712296,SD,SWASTA,A,Winong,KARANGKONANG,-6.8086,111.1166
MI MIFTAHUSSA`ADAH,60712291,SD,SWASTA,B,Winong,BLINGIJATI,-6.8265,111.0881
MI NAHDLOTUSYSYUBBAN,60712293,SD,SWASTA,B,Winong,SARIMULYO,-6.793,111.137
MI RAUDLATUL ULUM,60712297,SD,SWASTA,A,Winong,Desa Tlogorejo Dkh. Julu RT 04 RW 02 Kec. Winong Kab. Pati Prov. Jawa Tengah,-6.827525,111.124433
MI ROUDLOTUSYSYUBBAN,60712292,SD,SWASTA,A,Winong,TAWANGREJO,-6.8023,111.082
MI TARBIYATUL BANIN,60712294,SD,SWASTA,B,Winong,WIRUN,-6.8723,111.1012
MI TARBIYATUL BANIN,60712289,SD,SWASTA,A,Winong,Pekalongan,-6.8163158,111.1063769
MI TARBIYATUL ISLAMIYAH,60712288,SD,SWASTA,A,Winong,Dk. Pecangaan,-6.812639,111.100568
